"IN","STR","UNIT","RXNORM_CUI","VA_CLS","VA_CLS_CD"
"ranitidine",300,"MG",827185,NA,NA
"capsaicin",0.75,"MG",604468,"ANALGESICS,TOPICAL","DE650"
"sennosides, USP",8.6,"MG",994487,"STIMULANT LAXATIVES","GA204"
"itraconazole",100,"MG",833164,"ANTIFUNGALS","AM700"
"sotalol",80,"MG",204015,"BETA BLOCKERS/RELATED","CV100"
"spironolactone",100,"MG",200825,"POTASSIUM SPARING/COMBINATIONS DIURETICS","CV704"
"spironolactone",50,"MG",200817,"POTASSIUM SPARING/COMBINATIONS DIURETICS","CV704"
"sucralfate",100,"MG",208094,"PROTECTANTS,ULCER","GA302"
"sucralfate",1000,"MG",208097,"PROTECTANTS,ULCER","GA302"
"guaifenesin",200,"MG",205568,"DECONGESTANT/EXPECTORANT","RE516"
"temazepam",7.5,"MG",208463,"BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS","CN302"
"tetracaine",10,"MG",830166,"ANESTHETICS,MUCOSAL","NT300"
"terconazole",8,"MG",583527,NA,NA
"timolol",5,"MG",153074,"ANTIGLAUCOMA COMBINATIONS,TOPICAL OPHTHALMIC","OP105"
"vecuronium",1,"MG",859439,NA,NA
"tretinoin",1,"MG",284998,"ANTIACNE AGENTS,TOPICAL","DE752"
"tretinoin",0.5,"MG",284269,"ANTIACNE AGENTS,TOPICAL","DE752"
"tretinoin",0.25,"MG",284997,"ANTIACNE AGENTS,TOPICAL","DE752"
"hydrocortisone",0.002,"MG",1370752,"ANTI-INFLAMMATORY,TOPICAL","DE200"
"meclizine",25,"MG",995679,"ANTIVERTIGO AGENTS","CN550"
"potassium chloride",10,"MEQ",706462,"POTASSIUM","TN430"
"estradiol",0.5,"MG",205909,"ESTROGENS","HS300"
"ipratropium",0.2,"MG",836374,"ANTIASTHMA,OTHER","RE109"
"triamterene",37.5,"MG",208124,"POTASSIUM SPARING/COMBINATIONS DIURETICS","CV704"
"hydrochlorothiazide",25,"MG",208124,"POTASSIUM SPARING/COMBINATIONS DIURETICS","CV704"
"pilocarpine",5,"MG",1000915,"PARASYMPATHOMIMETICS (CHOLINERGICS)","AU300"
"benazepril",20,"MG",898376,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"hydrochlorothiazide",25,"MG",898376,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"benazepril",10,"MG",898366,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"hydrochlorothiazide",12.5,"MG",898366,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"verapamil",240,"MG",226975,"CALCIUM CHANNEL BLOCKERS","CV200"
"lisinopril",2.5,"MG",104375,"ACE INHIBITORS","CV800"
"clindamycin",20,"MG",602424,"ANTIACNE AGENTS,TOPICAL","DE752"
"naproxen",220,"MG",1593660,"NONSALICYLATE NSAIs,ANTIRHEUMATIC","MS102"
"acetaminophen",650,"MG",1243440,"NON-OPIOID ANALGESICS","CN103"
"verapamil",120,"MG",897661,"CALCIUM CHANNEL BLOCKERS","CV200"
"ubidecarenone",10,"MG",198584,"HERBS/ALTERNATIVE THERAPIES","HA000"
"fluconazole",150,"MG",207108,"ANTIFUNGALS","AM700"
"potassium chloride",10,"MEQ",1658303,"POTASSIUM","TN430"
"bisacodyl",5,"MG",209608,"LAXATIVES,RECTAL","RS300"
"aspirin",325,"MG",212085,"NON-OPIOID ANALGESICS","CN103"
"acetaminophen",300,"MG",993837,"OPIOID ANALGESICS","CN101"
"codeine",30,"MG",993837,"OPIOID ANALGESICS","CN101"
"levothyroxine",0.088,"MG",966175,"THYROID SUPPLEMENTS","HS851"
"estradiol",2,"MG",206241,"ESTROGENS","HS300"
"aspirin",81,"MG",211833,"NON-OPIOID ANALGESICS","CN103"
"ketoconazole",20,"MG",206978,"ANTIFUNGAL,TOPICAL","DE102"
"terazosin",5,"MG",208470,NA,NA
"verapamil",180,"MG",901523,"CALCIUM CHANNEL BLOCKERS","CV200"
"tramadol",50,"MG",835605,"OPIOID ANALGESICS","CN101"
"pravastatin",10,"MG",904460,"ANTILIPEMIC AGENTS","CV350"
"methimazole",5,"MG",729440,"ANTITHYROID AGENTS","HS852"
"dextromethorphan",3,"MG",991528,"ANTIHISTAMINE/ANTITUSSIVE","RE507"
"promethazine",1.25,"MG",991528,"ANTIHISTAMINE/ANTITUSSIVE","RE507"
"mexiletine",150,"MG",1362708,NA,NA
"metformin",850,"MG",861012,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"vitamin B12",0.5,"MG",313896,"CYANOCOBALAMIN","VT101"
"fluvoxamine",50,"MG",903893,NA,NA
"pyridostigmine",60,"MG",903859,"PARASYMPATHOMIMETICS (CHOLINERGICS)","AU300"
"nicotine",4,"MG",1011872,"ANTIDOTES/DETERRENTS,OTHER","AD900"
"tizanidine",2,"MG",153734,"SKELETAL MUSCLE RELAXANTS","MS200"
"tizanidine",4,"MG",153735,"SKELETAL MUSCLE RELAXANTS","MS200"
"rifampin",300,"MG",201868,"ANTITUBERCULARS","AM500"
"glucose",50,"MG",1863607,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"potassium chloride",0.02,"MEQ",1863607,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"sodium chloride",4.5,"MG",1863607,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"methylprednisolone",4,"MG",259966,"GLUCOCORTICOIDS","HS051"
"hydrocortisone",2,"MG",1370756,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC","OT250"
"prednisone",5,"MG",105412,"GLUCOCORTICOIDS","HS051"
"hydrocortisone",1,"MG",206340,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC","OT250"
"acetaminophen",500,"MG",856907,"OPIOID ANALGESICS","CN101"
"hydrocodone",5,"MG",856907,"OPIOID ANALGESICS","CN101"
"acetaminophen",750,"MG",856898,"OPIOID ANALGESICS","CN101"
"hydrocodone",7.5,"MG",856898,"OPIOID ANALGESICS","CN101"
"bupivacaine",2.5,"MG",1012413,"LOCAL ANESTHETICS,INJECTION","CN204"
"epinephrine",5,"MCG",1012413,"LOCAL ANESTHETICS,INJECTION","CN204"
"bupivacaine",5,"MG",1012461,"LOCAL ANESTHETICS,INJECTION","CN204"
"epinephrine",5,"MCG",1012461,"LOCAL ANESTHETICS,INJECTION","CN204"
"famotidine",10,"MG",212072,"HISTAMINE ANTAGONISTS","GA301"
"tamoxifen",20,"MG",105639,"ANTINEOPLASTIC HORMONES","AN500"
"nicotine",2,"MG",2046155,"ANTIDOTES/DETERRENTS,OTHER","AD900"
"guaifenesin",600,"MG",1305603,"DECONGESTANT/EXPECTORANT","RE516"
"pseudoephedrine",60,"MG",1305603,"DECONGESTANT/EXPECTORANT","RE516"
"diclofenac",50,"MG",105814,"MUSCULOSKELETAL AGENTS,OTHER","MS900"
"methylphenidate",20,"MG",1091488,"AMPHETAMINE LIKE STIMULANTS","CN802"
"calcium citrate",1040,"MG",240755,"CALCIUM","TN420"
"sotalol",120,"MG",1923423,"BETA BLOCKERS/RELATED","CV100"
"carboxymethylcellulose",2.5,"MG",2106821,"EYE WASHES/LUBRICANTS","OP500"
"glucose",50,"MG",1795346,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"sodium chloride",9,"MG",1795346,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"epinephrine",5,"MCG",1867940,"LOCAL ANESTHETICS,INJECTION","CN204"
"lidocaine",10,"MG",1867940,"LOCAL ANESTHETICS,INJECTION","CN204"
"norethindrone",5,"MG",1000407,"PROGESTINS","HS800"
"norethindrone",5,"MG",1000407,"ANTINEOPLASTIC HORMONES","AN500"
"ipratropium",0.021,"MG",1797835,"ANTIASTHMA,OTHER","RE109"
"ipratropium",0.042,"MG",1797845,"ANTIASTHMA,OTHER","RE109"
"oxycodone",5,"MG",541046,"OPIOID ANALGESICS","CN101"
"labetalol",300,"MG",896783,"BETA BLOCKERS/RELATED","CV100"
"glimepiride",1,"MG",153843,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"glimepiride",4,"MG",153845,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"potassium chloride",0.02,"MEQ",637551,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"sodium chloride",9,"MG",637551,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"paroxetine",10,"MG",541660,"ANTIDEPRESSANTS,OTHER","CN609"
"melatonin",3,"MG",199163,"HERBS/ALTERNATIVE THERAPIES","HA000"
"benazepril",20,"MG",898371,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"hydrochlorothiazide",12.5,"MG",898371,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"biotin",0.8,"MG",199021,"HERBS/ALTERNATIVE THERAPIES","HA000"
"biotin",0.8,"MG",199021,"VITAMIN B,OTHER","VT109"
"magnesium hydroxide",80,"MG",253017,"MAGNESIUM CONTAINING ANTACIDS","GA108"
"ranitidine",75,"MG",643046,NA,NA
"hyoscyamine",0.125,"MG",1048052,"ANTISPASMODICS,URINARY,OTHER","GU209"
"heparin",100,"UNT",1362059,"ANTICOAGULANTS","BL110"
"nifedipine",60,"MG",541603,NA,NA
"levothyroxine",0.075,"MG",966170,"THYROID SUPPLEMENTS","HS851"
"etodolac",500,"MG",211498,NA,NA
"amoxicillin",500,"MG",213340,"PENICILLINS,AMINO DERIVATIVES","AM111"
"buspirone",15,"MG",866088,"SEDATIVES/HYPNOTICS,OTHER","CN309"
"mirtazapine",30,"MG",211323,"ANTIDEPRESSANTS,OTHER","CN609"
"mirtazapine",15,"MG",211322,"ANTIDEPRESSANTS,OTHER","CN609"
"phentolamine",5,"MG",1361023,"SYMPATHOLYTICS","AU200"
"azithromycin",500,"MG",226827,"ERYTHROMYCINS/MACROLIDES","AM200"
"brimonidine",2,"MG",861202,"ANTIGLAUCOMA,OTHER","OP109"
"albuterol",0.09,"MG",746763,"BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION","RE102"
"bisoprolol",10,"MG",854903,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"bisoprolol",10,"MG",854910,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"hydrochlorothiazide",6.25,"MG",854910,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"bisoprolol",5,"MG",854921,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"hydrochlorothiazide",6.25,"MG",854921,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"bisoprolol",2.5,"MG",854918,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"hydrochlorothiazide",6.25,"MG",854918,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"torsemide",10,"MG",208076,"LOOP DIURETICS","CV702"
"torsemide",20,"MG",2589877,"LOOP DIURETICS","CV702"
"fluconazole",40,"MG",201901,"ANTIFUNGALS","AM700"
"terazosin",10,"MG",208471,NA,NA
"terazosin",2,"MG",208467,NA,NA
"lorazepam",4,"MG",206820,"BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS","CN302"
"potassium chloride",0.3,"MEQ",312521,"POTASSIUM","TN430"
"mesalamine",66.7,"MG",206798,"ANTI-INFLAMMATORIES,RECTAL","RS100"
"permethrin",50,"MG",353507,"PEDICULICIDES","AP300"
"mefloquine",250,"MG",835915,NA,NA
"bupropion",100,"MG",993511,"ANTIDEPRESSANTS,OTHER","CN609"
"bupropion",150,"MG",993528,"ANTIDEPRESSANTS,OTHER","CN609"
"calcium carbonate",1250,"MG",1297389,"MULTIVITAMINS WITH MINERALS","VT802"
"cholecalciferol",200,"UNT",1297389,"MULTIVITAMINS WITH MINERALS","VT802"
"methylprednisolone",8,"MG",207137,"GLUCOCORTICOIDS","HS051"
"dexamethasone",1,"MG",208591,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC","OP350"
"neomycin",3.5,"MG",208591,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC","OP350"
"polymyxin B",10000,"UNT",208591,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC","OP350"
"epinephrine",5,"MCG",1010749,"LOCAL ANESTHETICS,INJECTION","CN204"
"lidocaine",5,"MG",1010749,"LOCAL ANESTHETICS,INJECTION","CN204"
"clindamycin",10,"MG",108826,"ANTIACNE AGENTS,TOPICAL","DE752"
"metronidazole",7.5,"MG",892114,"ANTIACNE AGENTS,TOPICAL","DE752"
"anagrelide",0.5,"MG",597857,"BLOOD FORMATION PRODUCTS","BL400"
"anagrelide",1,"MG",597855,"BLOOD FORMATION PRODUCTS","BL400"
"sotalol",160,"MG",141887,"BETA BLOCKERS/RELATED","CV100"
"morphine",15,"MG",892574,"OPIOID ANALGESICS","CN101"
"acetaminophen",500,"MG",857120,"OPIOID ANALGESICS","CN101"
"hydrocodone",7.5,"MG",857120,"OPIOID ANALGESICS","CN101"
"morphine",30,"MG",892660,"OPIOID ANALGESICS","CN101"
"morphine",60,"MG",894813,"OPIOID ANALGESICS","CN101"
"promethazine",12.5,"MG",992443,"ANTIHISTAMINE/ANTITUSSIVE","RE507"
"azithromycin",250,"MG",212446,"ERYTHROMYCINS/MACROLIDES","AM200"
"citalopram",20,"MG",213344,"ANTIDEPRESSANTS,OTHER","CN609"
"urea",400,"MG",584436,"EMOLLIENTS","DE350"
"ursodeoxycholate",300,"MG",858749,"GASTRIC MEDICATIONS,OTHER","GA900"
"citric acid",66.8,"MG",543018,"CITRATES","TN478"
"sodium citrate",100,"MG",543018,"CITRATES","TN478"
"dextromethorphan",2,"MG",996520,"NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS","RE302"
"guaifenesin",20,"MG",996520,"NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS","RE302"
"meclizine",12.5,"MG",995626,"ANTIVERTIGO AGENTS","CN550"
"acetaminophen",650,"MG",857385,"OPIOID ANALGESICS","CN101"
"hydrocodone",10,"MG",857385,"OPIOID ANALGESICS","CN101"
"naproxen",500,"MG",835560,"NONSALICYLATE NSAIs,ANTIRHEUMATIC","MS102"
"fosinopril",40,"MG",857189,NA,NA
"potassium chloride",8,"MEQ",103022,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"lidocaine",20,"MG",1012068,"LOCAL ANESTHETICS,INJECTION","CN204"
"lidocaine",20,"MG",1012068,"ANTIARRHYTHMICS","CV300"
"diphenhydramine",2.5,"MG",1094145,"ANTIHISTAMINES,ETHANOLAMINE","AH102"
"glimepiride",2,"MG",153591,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"fexofenadine",60,"MG",1192737,"ANTIHISTAMINES,BUTYROPHENONE","AH106"
"doxycycline",100,"MG",540313,"TETRACYCLINES","AM250"
"clopidogrel",75,"MG",213169,"PLATELET AGGREGATION INHIBITORS","BL117"
"nicotine",4,"MG",1046920,"ANTIDOTES/DETERRENTS,OTHER","AD900"
"ketorolac",15,"MG",860092,"NONSALICYLATE NSAIs,ANTIRHEUMATIC","MS102"
"sulfamethoxazole",40,"MG",208406,"SULFONAMIDE/RELATED ANTIMICROBIALS","AM650"
"trimethoprim",8,"MG",208406,"SULFONAMIDE/RELATED ANTIMICROBIALS","AM650"
"ciprofloxacin",100,"MG",213226,"QUINOLONES","AM400"
"amiodarone",200,"MG",834346,"ANTIARRHYTHMICS","CV300"
"verapamil",240,"MG",897626,"CALCIUM CHANNEL BLOCKERS","CV200"
"amoxicillin",875,"MG",213339,"PENICILLINS,AMINO DERIVATIVES","AM111"
"citalopram",40,"MG",213345,"ANTIDEPRESSANTS,OTHER","CN609"
"isosorbide",60,"MG",901478,NA,NA
"fenofibrate",200,"MG",103920,"ANTILIPEMIC AGENTS","CV350"
"leflunomide",20,"MG",213379,"ANTIRHEUMATICS,OTHER","MS190"
"cromolyn",5.2,"MG",1797853,"NASAL AND THROAT,TOPICAL,OTHER","NT900"
"estradiol",0.00208,"MG",1251501,"HORMONES/SYNTHETICS/MODIFIERS,OTHER","HS900"
"norethindrone",0.25,"MG",1251501,"HORMONES/SYNTHETICS/MODIFIERS,OTHER","HS900"
"metformin",1000,"MG",861006,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"cilostazol",100,"MG",261116,NA,NA
"isosorbide",30,"MG",211616,NA,NA
"lisinopril",30,"MG",213482,"ACE INHIBITORS","CV800"
"ubidecarenone",100,"MG",801796,"HERBS/ALTERNATIVE THERAPIES","HA000"
"lisinopril",10,"MG",823986,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"hydrochlorothiazide",12.5,"MG",823986,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"diltiazem",60,"MG",830867,"CALCIUM CHANNEL BLOCKERS","CV200"
"polyethylene glycol 3350",17000,"MG",1488067,"HYPEROSMOTIC LAXATIVES","GA202"
"ribavirin",200,"MG",352007,NA,NA
"mirtazapine",45,"MG",261135,"ANTIDEPRESSANTS,OTHER","CN609"
"estradiol",0.00156,"MG",310172,"ESTROGENS","HS300"
"belladonna alkaloids",16.2,"MG",312107,"OPIOID ANALGESICS","CN101"
"opium",60,"MG",312107,"OPIOID ANALGESICS","CN101"
"lactate",120,"MG",752867,"PERITONEAL DIALYSIS SOLUTIONS","IR200"
"estradiol",0.000313,"MG",848330,"ESTROGENS","HS300"
"fluoxetine",10,"MG",261282,"ANTIDEPRESSANTS,OTHER","CN609"
"ubidecarenone",30,"MG",1371985,"HERBS/ALTERNATIVE THERAPIES","HA000"
"clobetasol",5e-04,"MG",861440,"ANTI-INFLAMMATORY,TOPICAL","DE200"
"calcium carbonate",1250,"MG",210098,"MULTIVITAMINS WITH MINERALS","VT802"
"ciprofloxacin",750,"MG",205771,"ANTIBACTERIALS,TOPICAL OPHTHALMIC","OP210"
"hetastarch",60,"MG",809605,"VOLUME EXPANDERS","BL800"
"terconazole",4,"MG",209283,NA,NA
"indomethacin",75,"MG",891867,"NONSALICYLATE NSAIs,ANTIRHEUMATIC","MS102"
"timolol",2.5,"MG",103864,"ANTIGLAUCOMA COMBINATIONS,TOPICAL OPHTHALMIC","OP105"
"polyethylene glycol 3350",17000,"MG",900963,"HYPEROSMOTIC LAXATIVES","GA202"
"chondroitin sulfates",200,"MG",1310640,"HERBS/ALTERNATIVE THERAPIES","HA000"
"glucosamine",250,"MG",1310640,"HERBS/ALTERNATIVE THERAPIES","HA000"
"lactase",3000,"UNT",795813,"DIGESTANTS","GA500"
"acetaminophen",500,"MG",857354,"OPIOID ANALGESICS","CN101"
"hydrocodone",5,"MG",857354,"OPIOID ANALGESICS","CN101"
"fexofenadine",180,"MG",1116528,"ANTIHISTAMINES,BUTYROPHENONE","AH106"
"gabapentin",600,"MG",261280,"ANTICONVULSANTS","CN400"
"gabapentin",600,"MG",261280,"CNS MEDICATIONS,OTHER","CN900"
"sodium fluoride",0.011,"MG",392038,"CARIOSTATICS,TOPICAL","OR100"
"vitamin B12",1,"MG",237776,"CYANOCOBALAMIN","VT101"
"vitamin E",22.6,"MG",210454,"VITAMIN E","VT600"
"linseed oil",1000,"MG",259151,"PHARMACEUTICAL AIDS/REAGENTS","PH000"
"calcium carbonate",625,"MG",809559,"MULTIVITAMINS WITH MINERALS","VT802"
"cholecalciferol",125,"UNT",809559,"MULTIVITAMINS WITH MINERALS","VT802"
"acetaminophen",500,"MG",1049647,"OPIOID ANALGESICS","CN101"
"oxycodone",7.5,"MG",1049647,"OPIOID ANALGESICS","CN101"
"benzonatate",200,"MG",351906,"NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS","RE302"
"felodipine",5,"MG",104419,"CALCIUM CHANNEL BLOCKERS","CV200"
"felodipine",10,"MG",104420,"CALCIUM CHANNEL BLOCKERS","CV200"
"nifedipine",60,"MG",351438,NA,NA
"nifedipine",90,"MG",880437,NA,NA
"dexamethasone",0.001,"MG",351493,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC","OT250"
"neomycin",0.0035,"MG",351493,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC","OT250"
"polymyxin B",10,"UNT",351493,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC","OT250"
"glucose",50,"MG",1863966,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"potassium chloride",0.02,"MEQ",1863966,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"sodium chloride",2,"MG",1863966,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"ofloxacin",3,"MG",207202,"ANTIBACTERIALS,TOPICAL OPHTHALMIC","OP210"
"metronidazole",0.0075,"MG",106371,"ANTIACNE AGENTS,TOPICAL","DE752"
"glucose",50,"MG",615107,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"potassium chloride",0.02,"MEQ",615107,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"sodium chloride",9,"MG",615107,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"etomidate",2,"MG",1654011,"GENERAL ANESTHETICS,OTHER","CN203"
"permethrin",10,"MG",763066,"PEDICULICIDES","AP300"
"paroxetine",30,"MG",541664,"ANTIDEPRESSANTS,OTHER","CN609"
"glycerin",2100,"MG",1251059,"LAXATIVES,RECTAL","RS300"
"salmon calcitonin",200,"UNT",261204,"HORMONES/SYNTHETICS/MODIFIERS,OTHER","HS900"
"prednisone",10,"MG",198145,"GLUCOCORTICOIDS","HS051"
"fluoxetine",40,"MG",261287,"ANTIDEPRESSANTS,OTHER","CN609"
"sulfacetamide",0.1,"MG",1000686,"ANTIBACTERIAL,TOPICAL","DE101"
"glucose",4000,"MG",1147993,"ANTIHYPOGLYCEMICS","HS503"
"glucose",50,"MG",630796,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"potassium chloride",0.01,"MEQ",630796,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"sodium chloride",4.5,"MG",630796,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"brinzolamide",10,"MG",213272,"ANTIGLAUCOMA,OTHER","OP109"
"acetaminophen",650,"MG",828579,"OPIOID ANALGESICS","CN101"
"propoxyphene",100,"MG",828579,NA,NA
"hyoscyamine",0.375,"MG",1101593,"ANTISPASMODICS,URINARY,OTHER","GU209"
"ranitidine",150,"MG",827190,NA,NA
"glucosamine",500,"MG",199389,"HERBS/ALTERNATIVE THERAPIES","HA000"
"magnesium chloride",535,"MG",829384,"MAGNESIUM","TN460"
"leflunomide",10,"MG",213377,"ANTIRHEUMATICS,OTHER","MS190"
"acetic acid",20,"MG",351879,NA,NA
"hydrocortisone",10,"MG",351879,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC","OT250"
"sodium fluoride",0.011,"MG",630194,"CARIOSTATICS,TOPICAL","OR100"
"celecoxib",200,"MG",213469,"NONSALICYLATE NSAIs,ANTIRHEUMATIC","MS102"
"quinapril",5,"MG",207891,"ACE INHIBITORS","CV800"
"azelate",200,"MG",1043753,"ANTIACNE AGENTS,TOPICAL","DE752"
"paroxetine",40,"MG",541666,"ANTIDEPRESSANTS,OTHER","CN609"
"nicotine",0.292,"MG",207734,"ANTIDOTES/DETERRENTS,OTHER","AD900"
"nicotine",0.583,"MG",207712,"ANTIDOTES/DETERRENTS,OTHER","AD900"
"nicotine",0.875,"MG",351429,"ANTIDOTES/DETERRENTS,OTHER","AD900"
"fentanyl",0.025,"MG",261184,"OPIOID ANALGESICS","CN101"
"fentanyl",0.05,"MG",261185,"OPIOID ANALGESICS","CN101"
"fentanyl",0.1,"MG",262071,"OPIOID ANALGESICS","CN101"
"oxycodone",10,"MG",1049504,"OPIOID ANALGESICS","CN101"
"dextromethorphan",30,"MG",1298324,"NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS","RE302"
"dextromethorphan",30,"MG",1298324,"DECONGESTANT/EXPECTORANT","RE516"
"guaifenesin",600,"MG",1298324,"NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS","RE302"
"guaifenesin",600,"MG",1298324,"DECONGESTANT/EXPECTORANT","RE516"
"oxycodone",20,"MG",1049565,"OPIOID ANALGESICS","CN101"
"tretinoin",1e-04,"MG",208334,"ANTIACNE AGENTS,TOPICAL","DE752"
"acetaminophen",325,"MG",1147395,"OPIOID ANALGESICS","CN101"
"hydrocodone",10,"MG",1147395,"OPIOID ANALGESICS","CN101"
"naproxen",220,"MG",849728,"NONSALICYLATE NSAIs,ANTIRHEUMATIC","MS102"
"hydrocortisone",10,"MG",206522,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC","OT250"
"neomycin",3.5,"MG",206522,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC","OT250"
"polymyxin B",10000,"UNT",206522,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC","OT250"
"hydrocortisone",25,"MG",1291380,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC","OT250"
"cyclosporine",25,"MG",835909,"IMMUNE SUPPRESSANTS","IM600"
"oxycodone",15,"MG",1049613,"OPIOID ANALGESICS","CN101"
"cyclosporine",100,"MG",835917,"IMMUNE SUPPRESSANTS","IM600"
"clonidine",0.00417,"MG",998673,"ANTIHYPERTENSIVES,OTHER","CV490"
"metformin",500,"MG",860977,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"beclomethasone",80,"MCG",1490668,"ANTI-INFLAMMATORIES,INHALATION","RE101"
"candesartan",32,"MG",805859,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"hydrochlorothiazide",12.5,"MG",805859,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"vitamin A",10000,"UNT",243795,"VITAMIN A","VT050"
"insulin lispro",100,"UNT",865098,"INSULIN","HS501"
"acetic acid",20,"MG",545144,NA,NA
"alendronate",70,"MG",904433,"HORMONES/SYNTHETICS/MODIFIERS,OTHER","HS900"
"diltiazem",120,"MG",831209,"CALCIUM CHANNEL BLOCKERS","CV200"
"diltiazem",180,"MG",108501,"CALCIUM CHANNEL BLOCKERS","CV200"
"diltiazem",180,"MG",833703,"CALCIUM CHANNEL BLOCKERS","CV200"
"rutin",500,"MG",198837,"HERBS/ALTERNATIVE THERAPIES","HA000"
"diltiazem",240,"MG",831302,"CALCIUM CHANNEL BLOCKERS","CV200"
"diltiazem",240,"MG",831305,"CALCIUM CHANNEL BLOCKERS","CV200"
"felodipine",2.5,"MG",152933,"CALCIUM CHANNEL BLOCKERS","CV200"
"diltiazem",300,"MG",831337,"CALCIUM CHANNEL BLOCKERS","CV200"
"guaifenesin",1200,"MG",891297,"NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS","RE302"
"omeprazole",10,"MG",211691,"GASTRIC MEDICATIONS,OTHER","GA900"
"diltiazem",360,"MG",833706,"CALCIUM CHANNEL BLOCKERS","CV200"
"betamethasone",0.5,"MG",213641,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL","DE250"
"clotrimazole",10,"MG",213641,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL","DE250"
"tolterodine",4,"MG",855191,"ANTISPASMODICS,URINARY","GU201"
"sodium chloride",6.5,"MG",707375,"IV SOLUTIONS WITH ELECTROLYTES","TN102"
"esomeprazole",40,"MG",606731,"GASTRIC MEDICATIONS,OTHER","GA900"
"salmeterol",50,"MCG",896185,"ANTIASTHMA,OTHER","RE109"
